i,t,a,x,rc
928,87,1,7,47.5
928,88,0,1,43
928,89,0,2,48.5
928,90,0,3,52
928,91,0,4,58.5
928,92,0,5,54.5
928,93,0,6,54
928,94,1,7,47
928,95,0,1,45.5
928,96,0,2,42.5
928,97,0,3,50.5
928,98,0,4,43.5
928,99,0,5,44.5
928,100,1,6,46
929,1,0,2,45
929,2,0,3,49
929,3,0,4,54
929,4,1,5,47
929,5,0,1,56
929,6,0,2,52.5
929,7,0,3,55
929,8,1,4,50.5
929,9,0,1,52
929,10,0,2,42
929,11,0,3,31.5
929,12,1,4,39.5
929,13,0,1,40.5
929,14,0,2,39.5
929,15,0,3,42
929,16,0,4,41.5
929,17,1,5,40
929,18,0,1,35
929,19,0,2,40
929,20,0,3,44
929,21,1,4,45
929,22,0,1,50.5
929,23,0,2,46.5
929,24,0,3,52
929,25,0,4,50
929,26,0,5,48
929,27,1,6,54
929,28,0,1,56
929,29,0,2,51.5
929,30,0,3,44.5
929,31,1,4,41.5
929,32,0,1,54
929,33,0,2,50.5
929,34,0,3,46
929,35,0,4,46
929,36,0,5,38
929,37,1,6,39
929,38,0,1,39
929,39,0,2,35
929,40,0,3,36.5
929,41,1,4,39.5
929,42,0,1,46.5
929,43,0,2,47.5
929,44,0,3,47.5
929,45,0,4,52.5
929,46,0,5,50
929,47,0,6,48
929,48,1,7,50.5
929,49,0,1,52
929,50,0,2,46.5
929,51,0,3,47.5
929,52,0,4,40
929,53,0,5,43
929,54,1,6,47
929,55,0,1,44
929,56,0,2,49
929,57,0,3,57.5
929,58,0,4,51.5
929,59,0,5,46.5
929,60,1,6,50
929,61,0,1,44
929,62,0,2,53
929,63,0,3,50.5
929,64,0,4,48
929,65,0,5,51
929,66,0,6,50.5
929,67,1,7,51
929,68,0,1,62.5
929,69,0,2,58
929,70,0,3,62
929,71,0,4,53
929,72,0,5,52.5
929,73,1,6,55.5
929,74,0,1,48
929,75,0,2,45.5
929,76,0,3,45
929,77,0,4,50
929,78,1,5,47
929,79,0,1,50
929,80,0,2,41.5
929,81,0,3,50
929,82,0,4,43.5
929,83,1,5,36.5
929,84,0,1,46.5
929,85,0,2,49.5
929,86,0,3,50
929,87,0,4,47.5
929,88,0,5,43
929,89,0,6,48.5
929,90,1,7,52
929,91,0,1,58.5
929,92,0,2,54.5
929,93,0,3,54
929,94,0,4,47
929,95,1,5,45.5
929,96,0,1,42.5
929,97,0,2,50.5
929,98,0,3,43.5
929,99,0,4,44.5
929,100,0,5,46
930,1,0,2,45
930,2,1,3,49
930,3,0,1,54
930,4,0,2,47
930,5,0,3,56
930,6,0,4,52.5
930,7,0,5,55
930,8,0,6,50.5
930,9,0,7,52
930,10,0,7,42
930,11,1,7,31.5
930,12,0,1,39.5
930,13,0,2,40.5
930,14,1,3,39.5
930,15,0,1,42
930,16,0,2,41.5
930,17,0,3,40
930,18,0,4,35
930,19,0,5,40
930,20,1,6,44
930,21,0,1,45
930,22,0,2,50.5
930,23,0,3,46.5
930,24,0,4,52
930,25,1,5,50
930,26,0,1,48
930,27,0,2,54
930,28,0,3,56
930,29,0,4,51.5
930,30,1,5,44.5
930,31,0,1,41.5
930,32,0,2,54
930,33,0,3,50.5
930,34,1,4,46
930,35,0,1,46
930,36,0,2,38
930,37,0,3,39
930,38,0,4,39
930,39,1,5,35
930,40,0,1,36.5
930,41,0,2,39.5
930,42,1,3,46.5
930,43,0,1,47.5
930,44,0,2,47.5
930,45,0,3,52.5
930,46,0,4,50
930,47,0,5,48
930,48,0,6,50.5
930,49,1,7,52
930,50,0,1,46.5
930,51,0,2,47.5
930,52,0,3,40
930,53,0,4,43
930,54,1,5,47
930,55,0,1,44
930,56,0,2,49
930,57,0,3,57.5
930,58,0,4,51.5
930,59,0,5,46.5
930,60,0,6,50
930,61,1,7,44
930,62,0,1,53
930,63,0,2,50.5
930,64,0,3,48
930,65,0,4,51
930,66,0,5,50.5
930,67,0,6,51
930,68,0,7,62.5
930,69,0,7,58
930,70,0,7,62
930,71,0,7,53
930,72,0,7,52.5
930,73,0,7,55.5
930,74,0,7,48
930,75,0,7,45.5
930,76,1,7,45
930,77,0,1,50
930,78,0,2,47
930,79,0,3,50
930,80,0,4,41.5
930,81,0,5,50
930,82,1,6,43.5
930,83,0,1,36.5
930,84,0,2,46.5
930,85,0,3,49.5
930,86,0,4,50
930,87,0,5,47.5
930,88,0,6,43
930,89,0,7,48.5
930,90,0,7,52
930,91,0,7,58.5
930,92,0,7,54.5
930,93,0,7,54
930,94,1,7,47
930,95,0,1,45.5
930,96,0,2,42.5
930,97,0,3,50.5
930,98,0,4,43.5
930,99,0,5,44.5
930,100,0,6,46
931,1,0,4,45
931,2,0,5,49
931,3,1,6,54
931,4,0,1,47
931,5,0,2,56
931,6,0,3,52.5
931,7,0,4,55
931,8,0,5,50.5
931,9,1,6,52
931,10,0,1,42
931,11,1,2,31.5
931,12,0,1,39.5
931,13,0,2,40.5
931,14,0,3,39.5
931,15,0,4,42
931,16,0,5,41.5
931,17,1,6,40
931,18,0,1,35
931,19,0,2,40
931,20,0,3,44
931,21,0,4,45
931,22,0,5,50.5
931,23,0,6,46.5
931,24,0,7,52
931,25,0,7,50
931,26,1,7,48
931,27,0,1,54
931,28,0,2,56
931,29,0,3,51.5
931,30,1,4,44.5
931,31,0,1,41.5
931,32,0,2,54
931,33,0,3,50.5
931,34,0,4,46
931,35,0,5,46
931,36,1,6,38
931,37,0,1,39
931,38,0,2,39
931,39,1,3,35
931,40,0,1,36.5
931,41,0,2,39.5
931,42,0,3,46.5
931,43,0,4,47.5
931,44,0,5,47.5
931,45,0,6,52.5
931,46,1,7,50
931,47,0,1,48
931,48,0,2,50.5
931,49,0,3,52
931,50,1,4,46.5
931,51,0,1,47.5
931,52,0,2,40
931,53,1,3,43
931,54,0,1,47
931,55,0,2,44
931,56,0,3,49
931,57,0,4,57.5
931,58,1,5,51.5
931,59,0,1,46.5
931,60,0,2,50
931,61,0,3,44
931,62,0,4,53
931,63,1,5,50.5
931,64,0,1,48
931,65,0,2,51
931,66,0,3,50.5
931,67,0,4,51
931,68,0,5,62.5
931,69,0,6,58
931,70,0,7,62
931,71,1,7,53
931,72,0,1,52.5
931,73,0,2,55.5
931,74,0,3,48
931,75,0,4,45.5
931,76,0,5,45
931,77,0,6,50
931,78,1,7,47
931,79,0,1,50
931,80,0,2,41.5
931,81,0,3,50
931,82,1,4,43.5
931,83,0,1,36.5
931,84,1,2,46.5
931,85,0,1,49.5
931,86,0,2,50
931,87,0,3,47.5
931,88,0,4,43
931,89,1,5,48.5
931,90,0,1,52
931,91,0,2,58.5
931,92,0,3,54.5
931,93,0,4,54
931,94,1,5,47
931,95,0,1,45.5
931,96,0,2,42.5
931,97,0,3,50.5
931,98,0,4,43.5
931,99,0,5,44.5
931,100,0,6,46
932,1,0,1,45
932,2,0,2,49
932,3,0,3,54
932,4,0,4,47
932,5,0,5,56
932,6,0,6,52.5
932,7,0,7,55
932,8,1,7,50.5
932,9,0,1,52
932,10,0,2,42
932,11,1,3,31.5
932,12,0,1,39.5
932,13,0,2,40.5
932,14,0,3,39.5
932,15,0,4,42
932,16,0,5,41.5
932,17,0,6,40
932,18,1,7,35
932,19,0,1,40
932,20,0,2,44
932,21,0,3,45
932,22,0,4,50.5
932,23,0,5,46.5
932,24,1,6,52
932,25,0,1,50
932,26,0,2,48
932,27,0,3,54
932,28,0,4,56
932,29,0,5,51.5
932,30,1,6,44.5
932,31,0,1,41.5
932,32,0,2,54
932,33,0,3,50.5
932,34,0,4,46
932,35,1,5,46
932,36,0,1,38
932,37,0,2,39
932,38,0,3,39
932,39,1,4,35
932,40,0,1,36.5
932,41,0,2,39.5
932,42,0,3,46.5
932,43,1,4,47.5
932,44,0,1,47.5
932,45,0,2,52.5
932,46,0,3,50
932,47,0,4,48
932,48,0,5,50.5
932,49,1,6,52
932,50,0,1,46.5
932,51,0,2,47.5
932,52,0,3,40
932,53,0,4,43
932,54,1,5,47
932,55,0,1,44
932,56,0,2,49
932,57,0,3,57.5
932,58,0,4,51.5
932,59,1,5,46.5
932,60,0,1,50
932,61,1,2,44
932,62,0,1,53
932,63,0,2,50.5
932,64,0,3,48
932,65,0,4,51
932,66,0,5,50.5
932,67,0,6,51
932,68,0,7,62.5
932,69,1,7,58
932,70,0,1,62
932,71,0,2,53
932,72,0,3,52.5
932,73,0,4,55.5
932,74,0,5,48
932,75,1,6,45.5
932,76,0,1,45
932,77,0,2,50
932,78,0,3,47
932,79,0,4,50
932,80,0,5,41.5
932,81,0,6,50
932,82,1,7,43.5
932,83,0,1,36.5
932,84,0,2,46.5
932,85,0,3,49.5
932,86,0,4,50
932,87,1,5,47.5
932,88,0,1,43
932,89,0,2,48.5
932,90,0,3,52
932,91,0,4,58.5
932,92,1,5,54.5
932,93,0,1,54
932,94,0,2,47
932,95,0,3,45.5
932,96,1,4,42.5
932,97,0,1,50.5
932,98,0,2,43.5
932,99,0,3,44.5
932,100,0,4,46
933,1,0,5,45
933,2,0,6,49
933,3,1,7,54
933,4,0,1,47
933,5,0,2,56
933,6,0,3,52.5
933,7,0,4,55
933,8,1,5,50.5
933,9,0,1,52
933,10,0,2,42
933,11,0,3,31.5
933,12,0,4,39.5
933,13,0,5,40.5
933,14,1,6,39.5
933,15,0,1,42
933,16,0,2,41.5
933,17,0,3,40
933,18,0,4,35
933,19,0,5,40
933,20,1,6,44
933,21,0,1,45
933,22,0,2,50.5
933,23,0,3,46.5
933,24,0,4,52
933,25,1,5,50
933,26,0,1,48
933,27,0,2,54
933,28,0,3,56
933,29,0,4,51.5
933,30,0,5,44.5
933,31,0,6,41.5
933,32,0,7,54
933,33,1,7,50.5
933,34,0,1,46
933,35,0,2,46
933,36,0,3,38
933,37,1,4,39
933,38,0,1,39
933,39,0,2,35
933,40,0,3,36.5
933,41,0,4,39.5
933,42,0,5,46.5
933,43,1,6,47.5
933,44,0,1,47.5
933,45,0,2,52.5
933,46,0,3,50
933,47,0,4,48
933,48,1,5,50.5
933,49,0,1,52
933,50,0,2,46.5
933,51,0,3,47.5
933,52,0,4,40
933,53,0,5,43
933,54,1,6,47
933,55,0,1,44
933,56,0,2,49
933,57,0,3,57.5
933,58,1,4,51.5
933,59,0,1,46.5
933,60,0,2,50
933,61,0,3,44
933,62,0,4,53
933,63,0,5,50.5
933,64,1,6,48
933,65,0,1,51
933,66,0,2,50.5
933,67,0,3,51
933,68,0,4,62.5
933,69,0,5,58
933,70,0,6,62
933,71,0,7,53
933,72,0,7,52.5
933,73,0,7,55.5
933,74,1,7,48
933,75,0,1,45.5
933,76,0,2,45
933,77,0,3,50
933,78,0,4,47
933,79,0,5,50
933,80,0,6,41.5
933,81,1,7,50
933,82,0,1,43.5
933,83,0,2,36.5
933,84,0,3,46.5
933,85,0,4,49.5
933,86,0,5,50
933,87,0,6,47.5
933,88,0,7,43
933,89,0,7,48.5
933,90,0,7,52
933,91,0,7,58.5
933,92,1,7,54.5
933,93,0,1,54
933,94,0,2,47
933,95,0,3,45.5
933,96,0,4,42.5
933,97,0,5,50.5
933,98,1,6,43.5
933,99,0,1,44.5
933,100,0,2,46
934,1,1,5,45
934,2,0,1,49
934,3,0,2,54
934,4,0,3,47
934,5,1,4,56
934,6,0,1,52.5
934,7,0,2,55
934,8,0,3,50.5
934,9,0,4,52
934,10,0,5,42
934,11,1,6,31.5
934,12,0,1,39.5
934,13,0,2,40.5
934,14,0,3,39.5
934,15,1,4,42
934,16,0,1,41.5
934,17,0,2,40
934,18,0,3,35
934,19,0,4,40
934,20,1,5,44
934,21,0,1,45
934,22,0,2,50.5
934,23,0,3,46.5
934,24,0,4,52
934,25,0,5,50
934,26,0,6,48
934,27,0,7,54
934,28,1,7,56
934,29,0,1,51.5
934,30,0,2,44.5
934,31,0,3,41.5
934,32,0,4,54
934,33,0,5,50.5
934,34,1,6,46
934,35,0,1,46
934,36,0,2,38
934,37,0,3,39
934,38,0,4,39
934,39,1,5,35
934,40,0,1,36.5
934,41,0,2,39.5
934,42,0,3,46.5
934,43,0,4,47.5
934,44,0,5,47.5
934,45,0,6,52.5
934,46,0,7,50
934,47,1,7,48
934,48,0,1,50.5
934,49,0,2,52
934,50,0,3,46.5
934,51,0,4,47.5
934,52,0,5,40
934,53,0,6,43
934,54,1,7,47
934,55,0,1,44
934,56,0,2,49
934,57,0,3,57.5
934,58,0,4,51.5
934,59,0,5,46.5
934,60,0,6,50
934,61,1,7,44
934,62,0,1,53
934,63,0,2,50.5
934,64,0,3,48
934,65,0,4,51
934,66,0,5,50.5
934,67,0,6,51
934,68,0,7,62.5
934,69,0,7,58
934,70,0,7,62
934,71,1,7,53
934,72,0,1,52.5
934,73,0,2,55.5
934,74,0,3,48
934,75,1,4,45.5
934,76,0,1,45
934,77,0,2,50
934,78,1,3,47
934,79,0,1,50
934,80,0,2,41.5
934,81,0,3,50
934,82,1,4,43.5
934,83,0,1,36.5
934,84,0,2,46.5
934,85,1,3,49.5
934,86,0,1,50
934,87,0,2,47.5
934,88,0,3,43
934,89,0,4,48.5
934,90,0,5,52
934,91,0,6,58.5
934,92,0,7,54.5
934,93,0,7,54
934,94,1,7,47
934,95,0,1,45.5
934,96,0,2,42.5
934,97,1,3,50.5
934,98,0,1,43.5
934,99,0,2,44.5
934,100,0,3,46
935,1,0,1,45
935,2,0,2,49
935,3,0,3,54
935,4,0,4,47
935,5,0,5,56
935,6,0,6,52.5
935,7,0,7,55
935,8,1,7,50.5
935,9,0,1,52
935,10,0,2,42
935,11,0,3,31.5
935,12,0,4,39.5
935,13,0,5,40.5
935,14,1,6,39.5
935,15,0,1,42
935,16,0,2,41.5
935,17,0,3,40
935,18,0,4,35
935,19,0,5,40
935,20,1,6,44
935,21,0,1,45
935,22,0,2,50.5
935,23,0,3,46.5
935,24,0,4,52
935,25,0,5,50
935,26,1,6,48
935,27,0,1,54
935,28,0,2,56
935,29,0,3,51.5
935,30,0,4,44.5
935,31,0,5,41.5
935,32,0,6,54
935,33,1,7,50.5
935,34,0,1,46
935,35,0,2,46
935,36,0,3,38
935,37,1,4,39
935,38,0,1,39
935,39,0,2,35
935,40,0,3,36.5
935,41,0,4,39.5
935,42,0,5,46.5
935,43,1,6,47.5
935,44,0,1,47.5
935,45,0,2,52.5
935,46,0,3,50
935,47,0,4,48
935,48,0,5,50.5
935,49,1,6,52
935,50,0,1,46.5
935,51,0,2,47.5
935,52,0,3,40
935,53,0,4,43
935,54,0,5,47
935,55,0,6,44
935,56,0,7,49
935,57,0,7,57.5
935,58,0,7,51.5
935,59,1,7,46.5
935,60,0,1,50
935,61,0,2,44
935,62,0,3,53
935,63,0,4,50.5
935,64,0,5,48
935,65,1,6,51
935,66,0,1,50.5
935,67,0,2,51
935,68,1,3,62.5
935,69,0,1,58
935,70,0,2,62
935,71,0,3,53
935,72,0,4,52.5
935,73,0,5,55.5
935,74,0,6,48
935,75,1,7,45.5
935,76,0,1,45
935,77,0,2,50
935,78,0,3,47
935,79,0,4,50
935,80,0,5,41.5
935,81,1,6,50
935,82,0,1,43.5
935,83,0,2,36.5
935,84,0,3,46.5
935,85,0,4,49.5
935,86,0,5,50
935,87,0,6,47.5
935,88,0,7,43
935,89,0,7,48.5
935,90,0,7,52
935,91,0,7,58.5
935,92,0,7,54.5
935,93,0,7,54
935,94,0,7,47
935,95,1,7,45.5
935,96,0,1,42.5
935,97,0,2,50.5
935,98,0,3,43.5
935,99,0,4,44.5
935,100,0,5,46
936,1,0,1,45
936,2,0,2,49
936,3,0,3,54
936,4,0,4,47
936,5,0,5,56
936,6,0,6,52.5
936,7,0,7,55
936,8,0,7,50.5
936,9,1,7,52
936,10,0,1,42
936,11,1,2,31.5
936,12,0,1,39.5
936,13,0,2,40.5
936,14,0,3,39.5
936,15,1,4,42
936,16,0,1,41.5
936,17,0,2,40
936,18,0,3,35
936,19,1,4,40
936,20,0,1,44
936,21,0,2,45
936,22,0,3,50.5
936,23,0,4,46.5
936,24,0,5,52
936,25,1,6,50
936,26,0,1,48
936,27,0,2,54
936,28,0,3,56
936,29,0,4,51.5
936,30,1,5,44.5
936,31,0,1,41.5
936,32,0,2,54
936,33,0,3,50.5
936,34,1,4,46
936,35,0,1,46
936,36,0,2,38
936,37,0,3,39
936,38,0,4,39
936,39,1,5,35
936,40,0,1,36.5
936,41,0,2,39.5
936,42,0,3,46.5
936,43,0,4,47.5
936,44,0,5,47.5
936,45,1,6,52.5
936,46,0,1,50
936,47,0,2,48
936,48,0,3,50.5
936,49,0,4,52
936,50,0,5,46.5
936,51,1,6,47.5
936,52,0,1,40
936,53,0,2,43
936,54,0,3,47
936,55,0,4,44
936,56,0,5,49
936,57,0,6,57.5
936,58,1,7,51.5
936,59,0,1,46.5
936,60,0,2,50
936,61,0,3,44
936,62,1,4,53
936,63,0,1,50.5
936,64,0,2,48
936,65,0,3,51
936,66,0,4,50.5
936,67,0,5,51
936,68,0,6,62.5
936,69,0,7,58
936,70,0,7,62
936,71,1,7,53
936,72,0,1,52.5
936,73,0,2,55.5
936,74,0,3,48
936,75,0,4,45.5
936,76,0,5,45
936,77,0,6,50
936,78,0,7,47
936,79,1,7,50
936,80,0,1,41.5
936,81,0,2,50
936,82,0,3,43.5
936,83,0,4,36.5
936,84,0,5,46.5
936,85,0,6,49.5
936,86,1,7,50
936,87,0,1,47.5
936,88,0,2,43
936,89,0,3,48.5
936,90,1,4,52
936,91,0,1,58.5
936,92,0,2,54.5
936,93,0,3,54
936,94,0,4,47
936,95,0,5,45.5
936,96,0,6,42.5
936,97,1,7,50.5
936,98,0,1,43.5
936,99,0,2,44.5
936,100,0,3,46
937,1,0,4,45
937,2,0,5,49
937,3,0,6,54
937,4,1,7,47
937,5,0,1,56
937,6,0,2,52.5
937,7,0,3,55
937,8,1,4,50.5
937,9,0,1,52
937,10,0,2,42
937,11,0,3,31.5
937,12,0,4,39.5
937,13,0,5,40.5
937,14,1,6,39.5
937,15,0,1,42
937,16,0,2,41.5
937,17,0,3,40
937,18,1,4,35
937,19,0,1,40
937,20,0,2,44
937,21,0,3,45
937,22,0,4,50.5
937,23,0,5,46.5
937,24,1,6,52
937,25,0,1,50
937,26,0,2,48
937,27,0,3,54
937,28,0,4,56
937,29,0,5,51.5
937,30,0,6,44.5
937,31,1,7,41.5
937,32,0,1,54
937,33,0,2,50.5
937,34,0,3,46
937,35,1,4,46
937,36,0,1,38
937,37,0,2,39
937,38,0,3,39
937,39,1,4,35
937,40,0,1,36.5
937,41,0,2,39.5
937,42,0,3,46.5
937,43,0,4,47.5
937,44,1,5,47.5
937,45,0,1,52.5
937,46,0,2,50
937,47,0,3,48
937,48,0,4,50.5
937,49,0,5,52
937,50,1,6,46.5
937,51,0,1,47.5
937,52,0,2,40
937,53,0,3,43
937,54,1,4,47
937,55,0,1,44
937,56,0,2,49
937,57,0,3,57.5
937,58,0,4,51.5
937,59,0,5,46.5
937,60,1,6,50
937,61,0,1,44
937,62,0,2,53
937,63,0,3,50.5
937,64,0,4,48
937,65,1,5,51
937,66,0,1,50.5
937,67,0,2,51
937,68,0,3,62.5
937,69,0,4,58
937,70,0,5,62
937,71,0,6,53
937,72,0,7,52.5
937,73,1,7,55.5
937,74,0,1,48
937,75,0,2,45.5
937,76,1,3,45
937,77,0,1,50
937,78,0,2,47
937,79,0,3,50
937,80,0,4,41.5
937,81,0,5,50
937,82,1,6,43.5
937,83,0,1,36.5
937,84,0,2,46.5
937,85,0,3,49.5
937,86,0,4,50
937,87,0,5,47.5
937,88,1,6,43
937,89,0,1,48.5
937,90,0,2,52
937,91,0,3,58.5
937,92,0,4,54.5
937,93,0,5,54
937,94,0,6,47
937,95,0,7,45.5
937,96,1,7,42.5
937,97,0,1,50.5
937,98,0,2,43.5
937,99,1,3,44.5
937,100,0,1,46
938,1,0,2,45
938,2,0,3,49
938,3,0,4,54
938,4,0,5,47
938,5,0,6,56
938,6,1,7,52.5
938,7,0,1,55
938,8,0,2,50.5
938,9,0,3,52
938,10,0,4,42
938,11,1,5,31.5
938,12,0,1,39.5
938,13,0,2,40.5
938,14,0,3,39.5
938,15,1,4,42
938,16,0,1,41.5
938,17,0,2,40
938,18,1,3,35
938,19,0,1,40
938,20,0,2,44
938,21,0,3,45
938,22,0,4,50.5
938,23,0,5,46.5
938,24,0,6,52
938,25,1,7,50
938,26,0,1,48
938,27,0,2,54
938,28,0,3,56
938,29,0,4,51.5
938,30,0,5,44.5
938,31,0,6,41.5
938,32,0,7,54
938,33,0,7,50.5
938,34,1,7,46
938,35,0,1,46
938,36,0,2,38
938,37,0,3,39
938,38,1,4,39
938,39,0,1,35
938,40,0,2,36.5
938,41,0,3,39.5
938,42,0,4,46.5
938,43,1,5,47.5
938,44,0,1,47.5
938,45,0,2,52.5
938,46,0,3,50
938,47,0,4,48
938,48,1,5,50.5
938,49,0,1,52
938,50,0,2,46.5
938,51,0,3,47.5
938,52,1,4,40
938,53,0,1,43
938,54,0,2,47
938,55,0,3,44
938,56,0,4,49
938,57,1,5,57.5
938,58,0,1,51.5
938,59,0,2,46.5
938,60,0,3,50
938,61,0,4,44
938,62,1,5,53
938,63,0,1,50.5
938,64,0,2,48
938,65,0,3,51
938,66,0,4,50.5
938,67,0,5,51
938,68,0,6,62.5
938,69,0,7,58
938,70,0,7,62
938,71,0,7,53
938,72,0,7,52.5
938,73,1,7,55.5
938,74,0,1,48
938,75,0,2,45.5
938,76,0,3,45
938,77,0,4,50
938,78,0,5,47
938,79,1,6,50
938,80,0,1,41.5
938,81,0,2,50
938,82,0,3,43.5
938,83,0,4,36.5
938,84,1,5,46.5
938,85,0,1,49.5
938,86,0,2,50
938,87,0,3,47.5
938,88,0,4,43
938,89,1,5,48.5
938,90,0,1,52
938,91,0,2,58.5
938,92,0,3,54.5
938,93,0,4,54
938,94,0,5,47
938,95,1,6,45.5
938,96,0,1,42.5
938,97,0,2,50.5
938,98,0,3,43.5
938,99,0,4,44.5
938,100,0,5,46
939,1,0,2,45
939,2,0,3,49
939,3,0,4,54
939,4,0,5,47
939,5,0,6,56
939,6,1,7,52.5
939,7,0,1,55
939,8,0,2,50.5
939,9,0,3,52
939,10,0,4,42
939,11,1,5,31.5
939,12,0,1,39.5
939,13,0,2,40.5
939,14,0,3,39.5
939,15,0,4,42
939,16,1,5,41.5
939,17,0,1,40
939,18,0,2,35
939,19,0,3,40
939,20,0,4,44
939,21,0,5,45
939,22,1,6,50.5
939,23,0,1,46.5
939,24,0,2,52
939,25,0,3,50
939,26,0,4,48
939,27,0,5,54
939,28,0,6,56
939,29,0,7,51.5
939,30,1,7,44.5
939,31,0,1,41.5
939,32,0,2,54
939,33,0,3,50.5
939,34,0,4,46
939,35,1,5,46
939,36,0,1,38
939,37,0,2,39
939,38,0,3,39
939,39,1,4,35
939,40,0,1,36.5
939,41,0,2,39.5
939,42,0,3,46.5
939,43,0,4,47.5
939,44,0,5,47.5
939,45,0,6,52.5
939,46,0,7,50
939,47,0,7,48
939,48,0,7,50.5
939,49,0,7,52
939,50,1,7,46.5
939,51,0,1,47.5
939,52,0,2,40
939,53,0,3,43
939,54,0,4,47
939,55,0,5,44
939,56,0,6,49
939,57,1,7,57.5
939,58,0,1,51.5
939,59,0,2,46.5
939,60,0,3,50
939,61,1,4,44
939,62,0,1,53
939,63,0,2,50.5
939,64,0,3,48
939,65,0,4,51
939,66,0,5,50.5
939,67,0,6,51
939,68,0,7,62.5
939,69,1,7,58
939,70,0,1,62
939,71,0,2,53
939,72,0,3,52.5
939,73,0,4,55.5
939,74,0,5,48
939,75,1,6,45.5
939,76,0,1,45
939,77,0,2,50
939,78,0,3,47
939,79,0,4,50
939,80,1,5,41.5
939,81,0,1,50
939,82,0,2,43.5
939,83,1,3,36.5
939,84,0,1,46.5
939,85,0,2,49.5
939,86,0,3,50
939,87,0,4,47.5
939,88,0,5,43
939,89,1,6,48.5
939,90,0,1,52
939,91,0,2,58.5
939,92,0,3,54.5
939,93,1,4,54
939,94,0,1,47
939,95,0,2,45.5
939,96,0,3,42.5
939,97,0,4,50.5
939,98,1,5,43.5
939,99,0,1,44.5
939,100,0,2,46
940,1,0,3,45
940,2,0,4,49
940,3,1,5,54
940,4,0,1,47
940,5,0,2,56
940,6,1,3,52.5
940,7,0,1,55
940,8,0,2,50.5
940,9,0,3,52
940,10,0,4,42
940,11,0,5,31.5
940,12,1,6,39.5
940,13,0,1,40.5
940,14,0,2,39.5
940,15,0,3,42
940,16,0,4,41.5
940,17,0,5,40
940,18,1,6,35
940,19,0,1,40
940,20,0,2,44
940,21,0,3,45
940,22,1,4,50.5
940,23,0,1,46.5
940,24,0,2,52
940,25,0,3,50
940,26,0,4,48
940,27,0,5,54
940,28,0,6,56
940,29,0,7,51.5
940,30,1,7,44.5
940,31,0,1,41.5
940,32,0,2,54
940,33,0,3,50.5
940,34,0,4,46
940,35,0,5,46
940,36,1,6,38
940,37,0,1,39
940,38,0,2,39
940,39,0,3,35
940,40,0,4,36.5
940,41,0,5,39.5
940,42,1,6,46.5
940,43,0,1,47.5
940,44,0,2,47.5
940,45,0,3,52.5
940,46,0,4,50
940,47,1,5,48
940,48,0,1,50.5
940,49,0,2,52
940,50,0,3,46.5
940,51,0,4,47.5
940,52,0,5,40
940,53,1,6,43
940,54,0,1,47
940,55,0,2,44
940,56,0,3,49
940,57,0,4,57.5
940,58,0,5,51.5
940,59,0,6,46.5
940,60,0,7,50
940,61,0,7,44
940,62,1,7,53
940,63,0,1,50.5
940,64,0,2,48
940,65,0,3,51
940,66,1,4,50.5
940,67,0,1,51
940,68,0,2,62.5
940,69,0,3,58
940,70,0,4,62
940,71,0,5,53
940,72,1,6,52.5
940,73,0,1,55.5
940,74,0,2,48
940,75,0,3,45.5
940,76,0,4,45
940,77,0,5,50
940,78,0,6,47
940,79,0,7,50
940,80,1,7,41.5
940,81,0,1,50
940,82,0,2,43.5
940,83,0,3,36.5
940,84,0,4,46.5
940,85,0,5,49.5
940,86,1,6,50
940,87,0,1,47.5
940,88,0,2,43
940,89,0,3,48.5
940,90,0,4,52
940,91,0,5,58.5
940,92,0,6,54.5
940,93,0,7,54
940,94,1,7,47
940,95,0,1,45.5
940,96,0,2,42.5
940,97,0,3,50.5
940,98,1,4,43.5
940,99,0,1,44.5
940,100,0,2,46
941,1,0,2,45
941,2,0,3,49
941,3,0,4,54
941,4,1,5,47
941,5,0,1,56
941,6,0,2,52.5
941,7,0,3,55
941,8,0,4,50.5
941,9,0,5,52
941,10,0,6,42
941,11,1,7,31.5
941,12,0,1,39.5
941,13,0,2,40.5
941,14,0,3,39.5
941,15,0,4,42
941,16,0,5,41.5
941,17,1,6,40
941,18,1,1,35
941,19,0,1,40
941,20,0,2,44
941,21,0,3,45
941,22,0,4,50.5
941,23,0,5,46.5
941,24,1,6,52
941,25,0,1,50
941,26,0,2,48
941,27,0,3,54
941,28,0,4,56
941,29,0,5,51.5
941,30,0,6,44.5
941,31,1,7,41.5
941,32,0,1,54
941,33,0,2,50.5
941,34,0,3,46
941,35,0,4,46
941,36,1,5,38
941,37,0,1,39
941,38,0,2,39
941,39,1,3,35
941,40,0,1,36.5
941,41,0,2,39.5
941,42,0,3,46.5
941,43,0,4,47.5
941,44,0,5,47.5
941,45,0,6,52.5
941,46,0,7,50
941,47,1,7,48
941,48,0,1,50.5
941,49,0,2,52
941,50,0,3,46.5
941,51,0,4,47.5
941,52,0,5,40
941,53,1,6,43
941,54,0,1,47
941,55,0,2,44
941,56,1,3,49
941,57,0,1,57.5
941,58,0,2,51.5
941,59,0,3,46.5
941,60,0,4,50
941,61,0,5,44
941,62,0,6,53
941,63,0,7,50.5
941,64,1,7,48
941,65,0,1,51
941,66,0,2,50.5
941,67,0,3,51
941,68,0,4,62.5
941,69,0,5,58
